,LOW_Cath_CONTROL_AveargeRunLogRTs,JSH_Cath_CONTROL_AveargeRunLogRTs,FRF_Cath_CONTROL_AveargeRunLogRTs,VXP_Cath_CONTROL_AveargeRunLogRTs,AAF_Cath_CONTROL_AveargeRunLogRTs,DSL_Cath_CONTROL_AveargeRunLogRTs,RID_Cath_CONTROL_AveargeRunLogRTs,RJO_Cath_CONTROL_AveargeRunLogRTs,IXD_Cath_CONTROL_AveargeRunLogRTs,VXE_Cath_CONTROL_AveargeRunLogRTs,MTG_Cath_CONTROL_AveargeRunLogRTs,EGW_Cath_CONTROL_AveargeRunLogRTs,AVB_Cath_CONTROL_AveargeRunLogRTs,CRB_Cath_CONTROL_AveargeRunLogRTs,TXM_Cath_CONTROL_AveargeRunLogRTs,SRH_Cath_CONTROL_AveargeRunLogRTs,JAF_Cath_CONTROL_AveargeRunLogRTs,JEC_Cath_CONTROL_AveargeRunLogRTs,STF_Cath_CONTROL_AveargeRunLogRTs,MAM_Cath_CONTROL_AveargeRunLogRTs,DLC_Cath_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
0,0.0028484857777049,-0.0495993616002427,-0.0037024620676627,-0.0388040101076791,-0.040200383507872,0.0712947319851909,-0.1205200710655149,-0.0591062876315375,-0.0242303419791736,-0.0282301019911877,-0.0122199311829261,-0.0008947315748439,-0.0333737054000096,-0.0269619121596294,-0.0211468790691939,-0.0241812412361056,-0.0623959060263283,-0.0036190279825152,0.0085965000464507,0.020636769535457,0.010363203867122,-0.02073555539859508
1,-0.0827762003459757,-0.0611973916107079,-0.0356014175971889,-0.0748734026039484,-0.0326017850200317,0.0503194440761382,-0.1723329918395079,-0.1534280857225221,-0.0186166942985491,-0.050610230721105,-0.0027255469870464,-0.0352156954607368,-0.051657593958782,-0.0362801161280392,-0.074791063628113,-0.2714287347238285,-0.1600231792577839,-0.0180087476377629,-0.0610761635092872,-0.001466239131924,0.0023821476212648,-0.06390522326121131
2,-0.1893552056201272,-0.0887338861458065,0.0159693835486622,-0.0983763801840325,-0.0418705596812435,0.0090525817485294,-0.204462695645345,-0.2218979251842996,0.004161868448789,-0.0645947338065519,0.022321109456174,-0.1625311507265111,-0.0459443921799197,-0.0778370016991708,-0.1150039053153699,-0.3639915095722228,-0.184783428885177,-0.0364399724226587,-0.0900189715465205,-0.0876731184905019,-0.0208350884047696,-0.09727833249086065
3,-0.1850475416876831,-0.0466056396137504,-0.0565191348426549,-0.0883569775048207,-0.0849730092222368,-0.0336033435737923,-0.1876400009101036,-0.2830844212254295,-0.1027840654486707,-0.1195028640376148,0.0105097559428982,-0.353415053092275,-0.0326347825147358,-0.0656378843235604,-0.1017685842207271,-0.3144167359000158,-0.2376518655989024,-0.0550336145122143,-0.1144327790543392,-0.0618485218951,-0.0242217453500317,-0.1208889908850362
4,-0.2182305530651136,-0.1133626213066367,-0.0829671868126365,-0.0956114903533872,-0.048794935007632,0.0149798424763151,-0.269942792987504,-0.2794815047346894,-0.0903679671968104,-0.1059190698033083,-0.1169253971768694,-0.3800559448596734,-0.0606442887793885,-0.0480129989487572,-0.1222899902093037,-0.2146767125874727,-0.2669851657651014,-0.0558113726410865,-0.140884758632465,-0.1165687305107906,-0.0177552914507174,-0.13477661573109662
5,-0.2171118641845318,-0.1033913033374707,-0.1588028200048399,-0.0787413653430332,-0.0862016481544161,0.0074747682685235,-0.2411411404940836,-0.27034546310835,-0.1096351131365224,-0.0962036060392382,0.0201002661072864,-0.4378919380899826,-0.0729023869508455,-0.07031008927662,-0.107373941319749,-0.3364688032287397,-0.2680857058645755,-0.0497171804242729,-0.1048010655470228,-0.1465130598984607,-0.0172358541814171,-0.14025234829563626
6,-0.2191985715449692,-0.083468081998733,-0.1747035276148517,-0.08090386915426,-0.0173072783713068,-0.1059663344759171,-0.2762477305177329,-0.241155129331771,-0.1150018476765915,-0.1170248659030839,0.0265512536892899,-0.3807999012414565,-0.0758415727638638,-0.0931264228953358,-0.1123554858927665,-0.409950113433562,-0.2752578894022491,-0.0044836291524546,-0.1837784378448923,-0.1406354475025397,-0.0516174788376021,-0.14915582675555475
7,-0.253057316234167,-0.0802608780378403,-0.1729421985621885,-0.0752947661397952,-0.0408834162505893,-0.0657084294304184,-0.3385596276831822,-0.2972778069190219,-0.1462766275726104,-0.1436622702358263,0.0855675315568777,-0.3813337148184107,-0.1377932714239967,-0.0809416095239314,-0.106902263337054,-0.3747479064563264,-0.2803016204416516,-0.0844454156922944,-0.2124256565976825,-0.1417811096612947,-0.035657498689485,-0.16022313676908992
8,-0.1768492161441452,-0.0330705281958954,-0.1164753879809242,-0.0765033448006825,-0.0427349580729228,-0.0861574807596502,-0.2163143553318231,-0.2714999936124428,-0.172325381297963,-0.0516156737733873,-0.0171818557952571,-0.3409504128613932,-0.0995728188563973,-0.009619496477931,-0.0799460980027577,-0.3537059285882997,-0.2287146907601938,-0.0666945644870247,-0.1478865602772773,-0.1122123343532738,-0.0435326632917189,-0.13064589255816003
9,-0.2629756551566583,-0.0685645008373269,-0.0924117151748332,-0.0782275704790358,-0.0356838543150991,-0.0098838929147198,-0.2734885260430203,-0.2284640610355205,-0.3189468768038817,-0.0774250265095222,0.0387690309868311,-0.4870360266221613,-0.0325483203541281,-0.0268864676477453,-0.113270044111747,-0.3866651550247451,-0.288838326237411,-0.0949513195076068,-0.1599818965647324,-0.182690844535043,-0.0288416039798932,-0.15281012632704757
